mutational_propensity	cancer_type	gene	variant	Immune_cell_type	Beta_value	Weak	WeakFDR	P	FDR
MP5	UCEC	CSF2RB	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	50.7719339950583	0.000134792027243	0.001355818194006	0.000570489872159	0.006537954557962
MP5	UCEC	CSF2RB	Somatic_Nsy_mutations	Macrophages_M1	184.131516965419	0.038409712855565	0.07681942571113	0.040020671056618	0.084982165700473
MP6	UCEC	CSGALNACT1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	31.2240312430546	0.005425392742449	0.020944539424337	0.019754614708788	0.071027421067054
MP1	pan-cancer	CSMD1	SCNAs	Mast_Cells_Resting	24.0520638977008	0.001264172897538	0.004504609800007	0.009323449646699	0.039544286432549
MP1	pan-cancer	CSMD1	SCNAs	Mast_Cells	23.4368542429972	0.002223817778605	0.007392691534281	0.012047760713582	0.051099123026572
MP1	pan-cancer	CSMD1	SCNAs	Macrophages_M1	-26.019693289619	1.74615743766565E-05	0.001073886824164	0.002564030606001	0.039073541388698
MP2	pan-cancer	CSPG5	TSS_methylation	Neutrophils	-49.7307609649596	0.00017363628419	0.000381780069596	0.068018135469393	0.093524936270415
MP3	UCEC	CSRNP3	SCNAs	T_Cells_CD8	21.854066678159	0.035293454147849	0.060808844181488	0.051783721071478	0.087633989505577
MP3	UCEC	CSRNP3	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	33.0524325294016	0.005088121500473	0.015524780348335	0.008351805245561	0.026891669114537
MP3	UCEC	CSRNP3	Somatic_Nsy_mutations	Macrophages_M1	88.6745120548838	0.023834368058073	0.05284191106114	0.038916681384822	0.098099365992927
MP2	pan-cancer	CSRP1	TSS_methylation	Neutrophils	-79.1833004324079	0.00228615604614	0.003058678820011	0.042482647538815	0.074148680021623
MP2	pan-cancer	CST2	TSS_methylation	Neutrophils	-136.374296634112	0.019637966500064	0.02211266126663	0.050074774326064	0.079407254327193
MP4	UCEC	CST3	SCNAs	T_Cells_Follicular_Helper	23.056493315458	0.002578815221445	0.016578097852146	0.012474830234267	0.059091301109685
MP4	UCEC	CST3	SCNAs	T_Cells_Follicular_Helper	23.056493315458	0.002578815221445	0.016578097852146	0.012474830234267	0.059091301109685
MP5	pan-cancer	CSTA	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	62.6184869341013	0.012387384931763	0.025875870746349	0.020556356640594	0.046487736318325
MP3	pan-cancer	CSTF1	SCNAs	Macrophages_M2	-40.1965481927843	0.012156186339034	0.043414951210836	0.016868750611776	0.078594210259509
MP3	pan-cancer	CSTF1	SCNAs	Macrophages_M0	-51.3405462909901	0.029236490667676	0.040996746379805	0.033197397961492	0.059279345170118
MP3	UCEC	CTNNAL1	SCNAs	Mast_Cells	-58.7781166510368	0.002827843357516	0.020737517955117	0.007291386588971	0.082437606504132
MP3	UCEC	CTNNAL1	SCNAs	Mast_Cells_Resting	-40.6797065223814	1.16301641411881E-05	7.99573784706682E-05	0.000200192815191	0.002813227569038
MP3	UCEC	CTNNAL1	SCNAs	T_Cells_CD8	32.6976952553132	0.000975588734747	0.006683958784515	0.001020076509838	0.011220841608218
MP3	UCEC	CTNNAL1	SCNAs	Dendritic_Cells_Activated	-74.9560895999112	0.004495580339221	0.024418781166655	0.010397131315434	0.09315717344224
MP3	UCEC	CTNNAL1	SCNAs	B_Cells_Memory	-43.8279619764842	6.70608153491542E-06	0.00024588965628	0.000269166230869	0.017523189056952
MP3	UCEC	CTNNAL1	SCNAs	T_Cells_Follicular_Helper	48.0363211524528	0.003074867684729	0.016911772266008	0.002996897011714	0.025240024545555
MP2	pan-cancer	CTRB2	TSS_methylation	Neutrophils	-59.2506336283046	0.000203518977724	0.000435585866351	0.039991482768729	0.073423334706228
MP1	pan-cancer	CTRB2	SCNAs	Mast_Cells_Resting	-10.4887011154466	9.48730699555194E-06	0.000419221757435	0.037360650524759	0.088372307972026
MP1	pan-cancer	CTRB2	SCNAs	Mast_Cells	-8.71036823446349	8.02365275868839E-07	4.92056724560728E-05	0.032662481862278	0.095654411168101
MP2	pan-cancer	CTRC	TSS_methylation	Neutrophils	-63.3444965325096	0.000174343541296	0.000381780069596	0.029825204668633	0.071072100586721
MP5	pan-cancer	CTSW	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	38.1686845318252	0.000116460348282	0.000586461039564	0.001829888988538	0.008529578858118
MP2	pan-cancer	CTU1	TSS_methylation	Neutrophils	-63.7272396372945	2.93188853801924E-05	0.000244212712267	0.015260071386963	0.071072100586721
MP5	UCEC	CWF19L2	Somatic_Nsy_mutations	Macrophages_M1	84.721483574312	0.017025640792332	0.045052464865864	0.03560030083791	0.080569101896324
MP2	pan-cancer	CXCL5	TSS_methylation	Neutrophils	-57.8755381538133	4.50833691358046E-05	0.000268541611507	0.026613423413859	0.071072100586721
MP1	pan-cancer	CXCR4	TSS_methylation	Neutrophils	-144.286773059273	0.021404079999955	0.028538773333273	0.04122906591657	0.082458131833139
MP1	pan-cancer	CXCR4	TSS_methylation	T_Cells_CD8	29.2906904823789	0.026536783949423	0.035382378599231	0.044678229026688	0.089356458053377
MP1	pan-cancer	CXCR4	TSS_methylation	Mast_Cells_Activated	-47.8956535581197	0.008468847634111	0.011291796845481	0.02251730317068	0.04503460634136
MP1	pan-cancer	CXCR4	TSS_methylation	Mast_Cells_Resting	21.6942418920828	4.79065125412683E-05	9.58130250825367E-05	0.001644816137987	0.005690098709398
MP3	UCEC	CYB5D2	SCNAs	Mast_Cells_Resting	-47.800743522545	0.010662673447165	0.018326469987315	0.020095398134509	0.039530579507548
MP3	UCEC	CYB5D2	SCNAs	T_Cells_CD8	29.119690997802	0.010202150139795	0.02609852361343	0.011025431177496	0.028129879186448
MP3	UCEC	CYB5D2	SCNAs	Dendritic_Cells_Activated	-49.357341474834	0.002527514124124	0.020129617995612	0.013955077159148	0.095941155469141
MP3	UCEC	CYC1	SCNAs	T_Cells_Follicular_Helper	19.9089575141094	0.001404522566702	0.011890890466636	0.016257418109732	0.049854991946647
MP3	UCEC	CYC1	SCNAs	Mast_Cells_Resting	-29.8135576419005	0.008915667749932	0.015818120201492	0.043211856037105	0.069901531824728
MP3	UCEC	CYC1	Somatic_Nsy_mutations	Macrophages_M1	44.9319595862682	0.000493600460169	0.005659951943266	0.015176227086876	0.059473384308187
MP1	UCEC	CYC1	SCNAs	T_Cells_CD8	18.1980266707062	0.026417008217643	0.047055806947009	0.045168492436922	0.085754674046911
MP1	UCEC	CYC1	SCNAs	T_Cells_Follicular_Helper	16.0245687417253	0.000608742099596	0.006645434587256	0.014412889607018	0.062254353655311
MP5	pan-cancer	CYLC2	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	107.090751673388	0.049215540541948	0.078227660630888	0.054240589628995	0.092143652261305
MP2	pan-cancer	CYP1A1	TSS_methylation	Neutrophils	-102.483880271259	0.004899493153896	0.006066649899981	0.033308795908608	0.071072100586721
MP5	pan-cancer	CYP1B1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	45.5029260082792	0.001043209952068	0.003465392180709	0.004826816180484	0.015564640308625
MP2	pan-cancer	CYP26C1	TSS_methylation	Neutrophils	-56.995802879963	6.09338394365127E-05	0.000268541611507	0.031128392555831	0.071072100586721
MP4	UCEC	CYP27A1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	7.73146491314131	4.96878517572569E-08	3.48118481572115E-06	0.040507413354678	0.085570109445481
MP5	pan-cancer	CYP3A43	Somatic_Nsy_mutations	Macrophages_M1	78.7098391945544	0.001676456070756	0.02363803059766	0.004502242978224	0.063481625992958
MP5	pan-cancer	CYP3A43	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	60.542113420321	0.000312450697225	0.001276972414744	0.000950313422167	0.00535976770102
MP6	pan-cancer	CYP4B1	TSS_methylation	Eosinophils	-146.109815416964	5.23580394474148E-05	0.000171352164337	0.02535278363653	0.061216617812143
MP6	pan-cancer	CYP4B1	TSS_methylation	Mast_Cells_Activated	-19.1421418563154	2.54964062013392E-05	0.000180443609429	0.022636850992514	0.073508209789936
MP6	pan-cancer	CYP4B1	TSS_methylation	Neutrophils	-45.1997449038213	1.9496536832866E-06	6.35756635854326E-06	0.018707369540811	0.049868999915606
MP4	UCEC	CYP4F2	SCNAs	T_Cells_CD8	16.3255587486461	0.011985766013208	0.021522790337941	0.027114798066921	0.047849643647507
MP4	UCEC	CYP4F2	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	16.8109119358725	0.002167149196344	0.007128987824827	0.029830095013162	0.079718357362759
MP6	UCEC	CYP7A1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	37.7966700663027	0.000505227761571	0.003646426453076	0.002339890915869	0.023911395189081
MP3	UCEC	CYP7A1	SCNAs	Mast_Cells_Resting	-44.0830351270742	0.011307584970321	0.019135913026697	0.023725622184096	0.044234210851705
MP3	UCEC	CYP7A1	SCNAs	T_Cells_CD8	31.2160280387318	0.028818685414048	0.053729752466868	0.028002191573538	0.056988833546638
MP3	UCEC	CYP7A1	SCNAs	T_Cells_Follicular_Helper	38.69561554734	0.019468957241677	0.051467522430115	0.021808665767489	0.054521664418723
MP3	UCEC	CYP7A1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	27.5622632991617	0.001730067128006	0.006920268512026	0.005592554633643	0.020039987437221
MP4	UCEC	CYP7A1	SCNAs	T_Cells_CD8	16.9837214997849	0.004626046254374	0.010154735680333	0.011753240436915	0.029383101092287
MP4	UCEC	CYP7A1	SCNAs	T_Cells_Follicular_Helper	18.5103690391838	0.00044604615093	0.005018019197957	0.008925083728901	0.059087377738836
MP4	UCEC	CYP7A1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	26.2382612070455	0.013848416158993	0.029701706705983	0.032185418993469	0.081782622032586
MP6	UCEC	DAB2	Somatic_Nsy_mutations	Macrophages_M1	98.053527071762	0.00544194975686	0.021330904053532	0.009850707069846	0.048563589138994
MP3	UCEC	DAGLB	Somatic_Nsy_mutations	Macrophages_M1	67.0394843561468	0.002902323197382	0.016639986331659	0.012358353564087	0.055928603926765
MP3	UCEC	DAGLB	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	45.1960963782648	0.043818478423878	0.071182715336304	0.042421790811285	0.072243049698426
MP2	pan-cancer	DALRD3	TSS_methylation	Neutrophils	-50.3633462830759	4.81980736921488E-07	5.73793894386797E-05	0.01375685833822	0.071072100586721
MP6	pan-cancer	DBF4	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	30.997317983528	0.000193788278541	0.000849573705062	0.004587525260875	0.024619718900029
MP6	UCEC	DCAF13	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	27.8833078585483	0.000124454816098	0.001475678533738	0.002369426236419	0.023911395189081
MP6	UCEC	DCAF13	Somatic_Nsy_mutations	Macrophages_M1	65.8744710924629	0.000856395585824	0.006987635271046	0.005010183787931	0.036708807082673
MP2	pan-cancer	DCAF4	TSS_methylation	Neutrophils	-81.549208631858	0.000495311838368	0.000851936361994	0.018614102852305	0.071072100586721
MP1	UCEC	DCAKD	SCNAs	B_Cells_Memory	-31.4916918848085	0.002764668331643	0.017246264354534	0.010443577884585	0.065148033470507
MP1	UCEC	DCAKD	SCNAs	T_Cells_CD8	19.1239591842131	0.005439704876023	0.015929805046984	0.011483520893133	0.039587927289483
MP1	UCEC	DCAKD	SCNAs	T_Cells_Follicular_Helper	26.9091050988663	0.007856539354673	0.028439335872144	0.019384701893676	0.070538776335321
MP6	UCEC	DCC	Somatic_Nsy_mutations	Macrophages_M1	107.512203881443	0.007714278475755	0.025611404539507	0.012093122085903	0.052827849112104
MP6	UCEC	DCC	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	40.1898450547746	0.000498983994229	0.003646426453076	0.002013994623448	0.023911395189081
MP5	pan-cancer	DCHS2	Somatic_Nsy_mutations	Macrophages_M1	100.292789405484	0.001497697295026	0.022228980905123	0.003043490000133	0.058072651710173
MP5	pan-cancer	DCHS2	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	59.2190821113014	1.8890189545696E-06	2.66351672594314E-05	1.52741278153014E-05	0.00035894200366
MP2	BRCA	DCPS	TSS_methylation	Macrophages_M0	-15.1823935841512	0.006611612289577	0.016432680168818	0.037520800495356	0.098988675104451
MP2	pan-cancer	DCPS	TSS_methylation	Neutrophils	-76.799547716256	0.000655994071604	0.001069948951271	0.026034926724262	0.071072100586721
MP3	pan-cancer	DDB2	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	44.4988910020322	0.010207498633788	0.020022401166276	0.03126176356376	0.056941069348277
MP6	pan-cancer	DDHD1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	56.6679682558761	0.001359814183532	0.00371067938218	0.003700588003241	0.023130016600132
MP2	pan-cancer	DDIT4L	TSS_methylation	Neutrophils	-88.6452665617268	0.000700690087125	0.001101084422625	0.016711690867064	0.071072100586721
MP6	pan-cancer	DDX1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	59.0377566674357	0.001732450020821	0.004427372275431	0.004249755701745	0.02359347130969
MP6	pan-cancer	DDX1	Somatic_Nsy_mutations	Macrophages_M1	72.7965922200041	0.00271189946672	0.016792915928537	0.006513773549168	0.065544846338499
MP6	UCEC	DDX59	SCNAs	B_Cells_Memory	-37.8183148719209	0.000553296897478	0.001776374249798	0.004600681082452	0.022917433870314
MP6	UCEC	DDX59	Somatic_Nsy_mutations	Macrophages_M1	98.4233299653717	0.01572883410391	0.039977025314271	0.024143159261415	0.071567222096339
MP5	pan-cancer	DEF8	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	44.5548268712138	6.96964221988601E-06	7.27940409632538E-05	0.000134665311805	0.00139723545429
MP1	UCEC	DEFB124	SCNAs	Mast_Cells_Resting	-34.8813799568479	0.000813405535193	0.007413091265676	0.003101138838088	0.036276362467568
MP1	UCEC	DEFB124	SCNAs	T_Cells_CD8	24.2497381097483	0.00245828142105	0.009758632307806	0.003978198765036	0.019301631045174
MP1	UCEC	DEFB124	SCNAs	B_Cells_Memory	-39.0485260182675	0.000844914006297	0.006917733426553	0.00265567618246	0.052147438534657
MP1	UCEC	DEFB124	SCNAs	T_Cells_Follicular_Helper	32.2156830122751	0.002131948701417	0.012142838255898	0.005157355712609	0.037534088797322
MP6	UCEC	DEGS1	SCNAs	B_Cells_Memory	-33.2943235284585	0.004042794399401	0.009485017629363	0.023473663623519	0.068185403858794
MP5	pan-cancer	DEK	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	62.3178214744241	0.013185955577563	0.026351880783794	0.021802345718749	0.047660941803778
MP5	pan-cancer	DENND2D	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	73.2100618983965	0.013195360986114	0.026351880783794	0.018915930102366	0.044452435740559
MP5	UCEC	DENND5B	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	42.537731635771	0.001393092992773	0.005990299868925	0.004834155229487	0.020786867486792
MP5	UCEC	DENND5B	Somatic_Nsy_mutations	Macrophages_M1	107.556100180769	0.011169676023494	0.034306862072159	0.018244193529163	0.054103470465792
MP6	UCEC	DENND5B	Somatic_Nsy_mutations	Macrophages_M1	32.5929716107804	3.76613191085429E-06	0.000316503951807	0.007612225193595	0.04212097940456
MP6	UCEC	DENND5B	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	23.1114375013608	0.001986580599836	0.011371461364581	0.022396530180458	0.071027421067054
MP6	UCEC	DEPDC5	Somatic_Nsy_mutations	Macrophages_M1	78.1697163380045	0.000715046067486	0.006261989462165	0.002867588387206	0.036616897867397
MP6	UCEC	DEPDC5	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	52.4695657639312	0.01569192069302	0.039467558106688	0.022858577853787	0.071027421067054
MP2	pan-cancer	DGKQ	TSS_methylation	Neutrophils	-55.2515729593326	7.8501342727471E-05	0.000268541611507	0.037879915299897	0.071907058040626
MP1	pan-cancer	DHFR	SCNAs	Plasma_Cells	-48.5074348312732	0.000138804479276	0.017072950950981	0.000342005555128	0.042066683280746
MP1	pan-cancer	DHFR	SCNAs	Mast_Cells_Resting	30.6329083244746	4.79709144196278E-09	5.90042247361422E-07	4.0484653466528E-07	4.97961237638295E-05
MP1	pan-cancer	DHFR	SCNAs	Macrophages_M2	23.9443946820354	0.000150019999965	0.001537704999645	0.000464316050198	0.024082111300615
MP1	pan-cancer	DHFR	SCNAs	Macrophages_M0	-21.4843643025495	2.6488714542172E-06	0.000120447707243	2.70124029837898E-05	0.002872817969277
MP1	pan-cancer	DHFR	SCNAs	Macrophages_M1	-51.1255466417817	4.65715132341501E-07	5.72829612780046E-05	7.05977899775956E-06	0.000868352816724
MP1	pan-cancer	DHFR	SCNAs	Mast_Cells	30.3451976731677	4.77036518578563E-08	5.86754917851632E-06	1.54130292250047E-06	0.000189580259468
MP5	pan-cancer	DHRS1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	27.2095773251902	7.11157212204064E-05	0.000422924075991	0.006145271937811	0.017329666864627
MP6	pan-cancer	DHX9	TSS_methylation	Neutrophils	-69.9671421304657	0.000822943523085	0.001102156504132	0.026944222571487	0.049868999915606
MP6	pan-cancer	DHX9	TSS_methylation	Eosinophils	-228.932261420819	0.00493584970526	0.005970785933782	0.0431161681272	0.070298100207392
MP6	pan-cancer	DHX9	TSS_methylation	Mast_Cells_Activated	-37.257317252501	0.018606420797449	0.020924286492141	0.065460534632781	0.096265492107031
MP2	pan-cancer	DIAPH3	TSS_methylation	Neutrophils	-52.071957333415	2.91213339041691E-05	0.000244212712267	0.035517020380207	0.071072100586721
MP4	UCEC	DIS3L	SCNAs	T_Cells_CD8	12.7670785165803	0.000197684237232	0.001326171893391	0.004381238978201	0.014604129927336
MP4	UCEC	DIS3L	SCNAs	T_Cells_Follicular_Helper	27.3835166225297	0.021832661426931	0.043665322853862	0.04193837654713	0.08482676938745
MP4	UCEC	DIS3L	Somatic_Nsy_mutations	Macrophages_M1	64.931964024341	0.0097064623163	0.030704115490337	0.021265396916143	0.096945191823594
MP4	UCEC	DIS3L	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	15.7265594133115	8.5867805420534E-07	2.66190196803655E-05	0.001151163713302	0.026979128662495
MP4	UCEC	DIS3L	Somatic_Nsy_mutations	T_Cells_CD8	19.0905395901567	0.002987432796585	0.027238357851219	0.006233262153154	0.087832330339892
MP2	pan-cancer	DIS3L2	TSS_methylation	Neutrophils	-53.2265811631113	6.31022751309907E-05	0.000268541611507	0.040733854931477	0.073423334706228
MP6	pan-cancer	DISP2	TSS_methylation	Neutrophils	-55.4910957378728	5.22413795267838E-05	0.000100464191398	0.020500242539165	0.049868999915606
MP6	pan-cancer	DISP2	TSS_methylation	Eosinophils	-179.469043219964	0.000585112112093	0.000997350191067	0.029951965465273	0.061216617812143
MP6	pan-cancer	DISP2	TSS_methylation	Mast_Cells_Activated	-25.2519673036609	0.000866174248122	0.00154673972879	0.030847683776474	0.073508209789936
MP6	pan-cancer	DISP2	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	46.3684798144425	0.012076814994271	0.022349048437674	0.028891491824549	0.068248173915668
MP6	pan-cancer	DLG2	TSS_methylation	Mast_Cells_Activated	-22.1910483832144	0.000371633449654	0.000819779668354	0.03302564871692	0.073508209789936
MP6	pan-cancer	DLG2	TSS_methylation	Eosinophils	-153.038646277289	0.000152008679202	0.000342597089037	0.030639808344549	0.061216617812143
MP6	pan-cancer	DLG2	TSS_methylation	Neutrophils	-46.2373271189921	5.04396774654242E-06	1.30447441720925E-05	0.021763465006793	0.049868999915606
MP3	pan-cancer	DLG4	Somatic_Nsy_mutations	T_Cells_CD4_Memory_Activated	240.348037784859	0.011780960302212	0.066758775045866	0.014840105719112	0.084093932408303
MP3	pan-cancer	DLG4	Somatic_Nsy_mutations	T_Cells_CD8	39.6318977659611	0.000684278017101	0.034898178872174	0.001635587341204	0.083414954401391
MP3	pan-cancer	DLG4	Somatic_Nsy_mutations	B_Cells_Memory	-108.362342095413	0.002423208070225	0.039058873825116	0.004636947376448	0.078828105399611
MP3	pan-cancer	DLG4	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	38.9921142472252	1.01579502075591E-08	5.18055460585514E-07	5.2079483584479E-06	0.000265605366281
MP6	pan-cancer	DLGAP5	Somatic_Nsy_mutations	Macrophages_M1	42.7089781006344	3.42250148214367E-06	0.000173487102311	0.000237941514744	0.012769527957909
MP2	pan-cancer	DMRTB1	TSS_methylation	Neutrophils	-54.7054576390945	4.12903965689668E-05	0.000259504627508	0.032401870933201	0.071072100586721
MP5	UCEC	DMXL1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	51.3448962250539	0.000166124130775	0.001503860552278	0.000646193183054	0.006537954557962
MP5	UCEC	DMXL1	Somatic_Nsy_mutations	Macrophages_M1	118.550125581635	0.001044348723285	0.009952258753591	0.002365711772925	0.028990291434668
MP5	UCEC	DMXL1	Somatic_Nsy_mutations	T_Cells_CD8	36.772033332993	0.000159871273074	0.009165952989567	0.001395851860278	0.091062173815782
MP2	pan-cancer	DNAH1	TSS_methylation	Neutrophils	-59.5476057387113	9.06722253273864E-05	0.00027162945789	0.029932267003742	0.071072100586721
MP1	UCEC	DNAH7	SCNAs	T_Cells_CD8	14.2144561382786	0.018679619061844	0.035985736722081	0.051840185968074	0.093028278929009
MP4	pan-cancer	DNAH7	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	33.1428964759747	0.000350356273732	0.003994061520542	0.004078771421887	0.050623831237108
MP4	pan-cancer	DNAH7	Somatic_Nsy_mutations	Macrophages_M1	35.1928134045369	7.52258100074704E-05	0.002158242272925	0.002581699286731	0.088277660909239
MP1	UCEC	DNAJA4	SCNAs	B_Cells_Memory	-20.4464965622485	0.000101715245566	0.001833124647342	0.006129186520381	0.06176334108999
MP1	UCEC	DNAJA4	SCNAs	T_Cells_CD8	13.1049887358911	0.000650087680027	0.00405530886112	0.007176327488127	0.027649967674841
MP1	UCEC	DNAJA4	SCNAs	Mast_Cells_Resting	-22.2155755893082	0.001456266381514	0.008012298536947	0.014882306309376	0.069278651651754
MP3	UCEC	DNAJB9	TSS_methylation	T_Cells_CD8	21.3192387035613	0.035215668629873	0.054779928979803	0.053973877264096	0.083959364633039
MP6	pan-cancer	DNAJC16	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	46.9017496150479	5.05942790402396E-05	0.000339403288562	0.000423927975995	0.007234811377519
MP6	pan-cancer	DNAJC16	Somatic_Nsy_mutations	Macrophages_M1	73.7231700337613	0.002380616421873	0.01533116975686	0.005747803004287	0.061693085579342
MP3	COAD	DNAJC30	SCNAs	Macrophages_M1	81.3035046682956	0.01351323127207	0.067599267333926	0.015779636435361	0.076925727622385
MP2	pan-cancer	DNHD1	TSS_methylation	Neutrophils	-59.7260478720265	0.000123108590536	0.000315731636589	0.032805552789897	0.071072100586721
MP1	pan-cancer	DOCK3	SCNAs	Macrophages_M1	-31.8641576871729	0.000461900167195	0.003550857535313	0.006766931710555	0.039276202651154
MP1	pan-cancer	DOCK3	SCNAs	Mast_Cells	28.0673876318956	0.010723008697388	0.028062341910185	0.026743812561228	0.084345870385412
MP1	pan-cancer	DOCK3	SCNAs	Mast_Cells_Resting	26.4513892475522	0.003396662688822	0.009082380667936	0.014545354567012	0.054214503386136
MP3	UCEC	DPEP3	SCNAs	Mast_Cells_Resting	-38.722683474979	9.65449605556714E-06	7.48022641515471E-05	0.000221385989269	0.002813227569038
MP3	UCEC	DPEP3	SCNAs	B_Cells_Memory	-56.4016447657617	0.000936185919909	0.004411106309557	0.003462041215418	0.029294194899695
MP3	UCEC	DPEP3	SCNAs	T_Cells_Follicular_Helper	48.2891179792043	0.004750485623538	0.022288546385926	0.004539592869497	0.031209700977791
MP3	UCEC	DPEP3	SCNAs	Mast_Cells	-61.8064221217121	0.00653977131431	0.03269885657155	0.013386161961029	0.086616342100777
MP3	UCEC	DPEP3	SCNAs	T_Cells_CD8	31.7149153303262	0.001103109792979	0.006683958784515	0.001198241762868	0.011982417628679
MP1	UCEC	DPEP3	SCNAs	B_Cells_Memory	-30.513528788704	0.000578121087627	0.005409561605654	0.003730191941678	0.052147438534657
MP1	UCEC	DPEP3	SCNAs	Mast_Cells_Resting	-25.2955835586472	0.000191096535155	0.003129205763167	0.002823133061287	0.036276362467568
MP1	UCEC	DPEP3	SCNAs	T_Cells_Follicular_Helper	31.439975213197	0.011650919816968	0.034698666376039	0.021411835440188	0.07192180622217
MP1	UCEC	DPEP3	SCNAs	T_Cells_CD8	23.1444255832335	0.01093512266767	0.024698294301118	0.015740756030107	0.047139213730555
MP4	UCEC	DPEP3	SCNAs	Mast_Cells_Resting	-31.6106320019639	0.000779958468017	0.008774532765196	0.005898663797282	0.078290199596965
MP4	UCEC	DPEP3	SCNAs	T_Cells_CD8	24.541886515369	0.015596485422927	0.025994142371544	0.017026635533203	0.036485647571149
MP4	UCEC	DPEP3	SCNAs	T_Cells_Follicular_Helper	32.0765863859856	0.013026672250527	0.035493805091417	0.022150865561333	0.078429814510547
MP1	pan-cancer	DPF2	SCNAs	Macrophages_M1	-24.6184770753234	0.0002229863864	0.002301632167045	0.011780891897606	0.043910597072895
MP6	pan-cancer	DPT	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	15.8625104036589	2.15920710652443E-05	0.000173816172075	0.029673119093769	0.068248173915668
MP2	pan-cancer	DRD4	TSS_methylation	Neutrophils	-65.8379057865114	0.000168243283136	0.000371864826744	0.025493645694124	0.071072100586721
MP6	pan-cancer	DTNB	Somatic_Nsy_mutations	Macrophages_M1	75.874107911028	0.005578793423539	0.029731979855664	0.011337445327405	0.096069931458538
MP6	pan-cancer	DTNB	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	43.3797880204713	3.8490403838061E-05	0.000281679773542	0.000449367166306	0.007234811377519
MP2	pan-cancer	DUSP11	TSS_methylation	Neutrophils	-62.3518015558731	0.000133395645733	0.000323569950933	0.02872512345795	0.071072100586721
MP3	UCEC	DUSP16	Somatic_Nsy_mutations	Macrophages_M1	70.3388203124352	0.018113677250225	0.044507892671982	0.042192261034671	0.098216092360761
MP3	pan-cancer	DUSP4	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	72.6089430630456	0.036606265357136	0.053340558091827	0.051324798324666	0.076987197486998
MP3	UCEC	DYNC1H1	Somatic_Nsy_mutations	Macrophages_M1	128.972521462289	0.007005479214358	0.025102967184782	0.009656405279081	0.055928603926765
MP3	UCEC	DYNC1H1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	32.1325693217766	2.8615136563901E-07	1.23045087224775E-05	4.23825042061178E-06	0.000364489536173
MP3	UCEC	DYNC1H1	Somatic_Nsy_mutations	T_Cells_CD8	28.8545521890738	1.7403516654979E-05	0.001720382573831	3.72253023887468E-05	0.006402752010864
MP5	pan-cancer	DYNC2LI1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	56.2162610179383	9.88758284763827E-06	9.61482194149652E-05	6.91595764284482E-05	0.000886500025128
MP5	pan-cancer	E2F3	Somatic_Nsy_mutations	Macrophages_M1	74.036978037731	0.000792923323285	0.018114697259308	0.002707025128175	0.058072651710173
MP5	pan-cancer	ECHS1	Somatic_Nsy_mutations	T_Cells_Follicular_Helper	59.3931468157778	0.012167966899198	0.025607213922193	0.021418925589275	0.047560133985634
MP3	UCEC	EDIL3	SCNAs	T_Cells_Follicular_Helper	35.9277838095515	0.002094524936838	0.014122482033182	0.003212366760343	0.025240024545555
MP3	UCEC	EDIL3	SCNAs	Mast_Cells	-48.0837347465794	0.004660189748327	0.026980045911365	0.01458541792064	0.089133109515022
MP3	UCEC	EDIL3	SCNAs	Dendritic_Cells_Activated	-52.2374377399434	0.001494000939142	0.017006827842745	0.008644151316817	0.09315717344224
